"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"52" 0.0135796755227118 0.00200167447115583 0.0240516753299812 3.83932446590149 2098457461806.06 -670500610119.059 83664265522.9617 -5055465509.07937 139585259.930035 -155562.517618477 -54655.3396700106 -10644.9862076271 305.384424094971 -40.9918820805045
"53" 0.00359161218927414 -0.0056165927168504 0.0142159668322053 0.921656074165009 140134278656673984 -6311565941512132 101587747754102 -598569654804.814 -1222433703.73134 30882268.9936155 -123877.540804304 -863.615860147291 -19.9564223913017 -27.3522293200664
"54" -0.00247581759935866 -0.00484837409940681 -5.26228890985915e-05 -2.86799455362238 -1.13590905800749e+22 -2.46055680884659e+20 -2256940194749728512 -11416120825165640 -34634782623459.6 -63798978090.7525 -67758782.4495555 -34658.8265122517 -34.4902359586276 -23.6228498137209
"55" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"56" -0.002120653754747 -0.0041612676802321 -6.39683510512608e-05 -2.8763733106857 -1.89976507266121e+22 -3.56120291336255e+20 -2830671005190934016 -12430142416412802 -32823082253591.6 -52849413840.8337 -49501234.1399391 -23036.2925249844 -28.1040294378585 -23.4206953297525
"57" 0.0062017619926163 0.00426499790856736 0.00795321788181121 15.8411477432057 466928860698432 -190150822400784 33154768155473.2 -3233371087753.88 192934386496.731 -7215978897.2838 165620381.023693 -2170752.78430715 13239.4478517251 -69.0437489731899
"58" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"59" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"60" 0.000727483023064958 -0.00615176695669355 0.00853625715905157 0.246148545124689 -1466892019822327040 21621953519373564 -3384814126344.86 -1077395330429.72 3890578516.73052 4756529.23724779 -36003.0986122352 -919.965741985995 -33.4922860699827 -27.4092254857966
"61" 0.0366794813298914 0.0351370996745298 0.0378143752603038 132.884522688953 -143617105953392976 21991594083886376 -1394979346392749 47336743763420.6 -917786382267.512 9794679711.96524 -43833938.2395818 -115724.575431141 1958.18033282054 -44.2961588566679
"62" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"63" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"64" 0.00788070365755329 1.84424335043041e-06 0.0158322482554094 2.51489645380765 98066570778805764096 -7829341233919824896 265475735234824128 -4977361883797417 56147652220554.7 -386695224619.779 1556973918.57208 -3163928.82325286 1834.11145566345 -36.6464629170119
"65" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"66" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"67" -0.002120653754747 -0.0041612676802321 -6.39683510512608e-05 -2.8763733106857 -1.89976507266121e+22 -3.56120291336255e+20 -2830671005190934016 -12430142416412802 -32823082253591.6 -52849413840.8337 -49501234.1399391 -23036.2925249844 -28.1040294378585 -23.4206953297525
"68" 0.00538682965660767 -0.00133639592881067 0.012233749143042 2.15431475738328 -52422486540111601664 2624330910885867520 -54103900330702744 590808024463677 -3612031326976.65 11479168010.0409 -10448657.0451326 -43555.4745107351 133.152465339956 -36.4047924476628
"69" 0.00239827085793897 -0.00348290918246286 0.00882528000133506 0.994338176324124 -24283252925980827648 607429486281376256 -5118304420871441 12342025762757.8 51252964904.9991 -336671052.074055 579026.03587646 -2563.46057548322 -21.1670764846246 -32.8677530125853
"70" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"71" -0.00247581759935866 -0.00484837409940681 -5.26228890985915e-05 -2.86799455362238 -1.13590905800749e+22 -2.46055680884659e+20 -2256940194749728512 -11416120825165640 -34634782623459.6 -63798978090.7525 -67758782.4495555 -34658.8265122517 -34.4902359586276 -23.6228498137209
"72" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"73" 0.000143452035940742 -0.00185058069229627 0.00200687020228724 0.10285683599545 52639753617683080 -10002866534212828 801763328519181 -35243988401276.5 921289367766.011 -14398049496.6422 125182168.957812 -459882.770574326 -499.663617725316 -35.9143958360172
"74" -0.002120653754747 -0.0041612676802321 -6.39683510512608e-05 -2.8763733106857 -1.89976507266121e+22 -3.56120291336255e+20 -2830671005190934016 -12430142416412802 -32823082253591.6 -52849413840.8337 -49501234.1399391 -23036.2925249844 -28.1040294378585 -23.4206953297525
"75" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"76" -0.00489731490757306 -0.00708096803537452 -0.00323053994190474 -2.98531533009998 9534928697793934 -1855883477865630 147558871578309 -6141432958080.27 140097376389.079 -1563407700.92114 2101633.69831612 119436.239945277 -836.380646936885 -37.9553098834446
"77" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"78" -0.00247581759935866 -0.00484837409940681 -5.26228890985915e-05 -2.86799455362238 -1.13590905800749e+22 -2.46055680884659e+20 -2256940194749728512 -11416120825165640 -34634782623459.6 -63798978090.7525 -67758782.4495555 -34658.8265122517 -34.4902359586276 -23.6228498137209
"79" 0.0263320825073292 0.0139256262668763 0.0328037935145178 11.7155980343088 -109543754150166816 14928212143639152 -844617742131361 25563658835220.6 -440155734810.981 4105438977.40511 -14696284.0124295 -65124.8484014596 1032.12797426569 -42.9330378606961
"80" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"81" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"82" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"83" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"84" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"85" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"86" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"87" 0.0102857577132859 0.00104673133325771 0.0201085139438597 3.23016584214944 -38600827768355.3 12125658335640.3 -1527626785563.55 97395283768.5503 -3129913873.72211 32628299.5528512 879483.5108156 -39837.0290830066 471.023752683632 -40.4351768153022
"88" 0.00238810335092909 -0.00424973281446894 0.00955875692461164 0.874263588519306 754553980511620224 -19182198797589088 154748290429532 -209925345773.031 -3097518122.72982 15535745.8252264 -19164.219746322 -862.001891782389 -20.0704417529961 -26.9961035570589
"89" -0.00850279215416053 -0.00859285103753537 -0.00760444446635445 -83.6039242702195 8009054520891029 -1600138509475449 128561316088915 -5259721165090.12 110469194886.18 -843938992.441226 -9243959.28286948 217976.460505148 -1289.99770621755 -36.8560274260602
"90" 0.000326496204800109 -0.00361534282033228 0.00444141708657406 0.200900882496436 -68917874791180353536 827275055773776640 -680099231527115 -16957231868600.3 34799744066.4912 61967554.3124207 -137192.167741319 -1053.98192106502 -26.9433162472886 -26.7862508743902
"91" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"92" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"93" -0.00105827607646637 -0.00262670502622416 0.000503192218444483 -1.76724869144257 1.33020897763275e+23 1.25153958256636e+21 4675746823441768448 8676887381128607 7689110719263.77 1227491765.90265 -3271221.84028106 -2698.37027126195 -20.0579045402529 -23.2131689387706
"94" 0.00286277574359031 0.00224501263553769 0.0035144476701892 4.23728734664126 2.4028695289729e+22 -1.63839999460152e+21 48577330765652688896 -820772224597145344 8690882179731345 -59627026420072.2 263920400211.001 -722031345.03748 1096954.77119022 -731.172960120123
"95" -0.000907969320855121 -0.00348868769628002 0.00172609481717825 -0.879266662983611 -3.75670032929403e+22 -2.93191935107013e+20 -580312372055055360 623678293408538 3263244810459.39 2999443847.63456 -659436.160452144 -3234.72734379029 -34.5746018283911 -26.5424961682415
"96" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"97" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"98" -0.00105827607646499 -0.00262670502622366 0.000503192218444926 -1.76724869143978 1.33020897079777e+23 1.25153957638205e+21 4675746801427731456 8676887342702765 7689110688180.04 1227491763.40339 -3271221.82588278 -2698.3702613206 -20.0579045379359 -23.2131689387705
"99" -0.00140920052348526 -0.00345510745308392 0.000655003713227686 -1.79461598799507 2.49291371148983e+22 2.98164035231928e+20 1403754175017465344 3242828553364311 3481607191062.1 412537817.585447 -2746128.08653702 -2757.39294056597 -26.7829381561635 -23.4173951228826
"100" -0.002120653754747 -0.0041612676802321 -6.39683510512608e-05 -2.8763733106857 -1.89976507266121e+22 -3.56120291336255e+20 -2830671005190934016 -12430142416412802 -32823082253591.6 -52849413840.8337 -49501234.1399391 -23036.2925249844 -28.1040294378585 -23.4206953297525
